Protocol,31/10/2020,01/11/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,07/11/2020,08/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,14/11/2020,15/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,21/11/2020,22/11/2020,23/11/2020,24/11/2020,25/11/2020,26/11/2020,27/11/2020,28/11/2020,29/11/2020,30/11/2020,01/12/2020,02/12/2020,03/12/2020,04/12/2020,05/12/2020,06/12/2020,07/12/2020,08/12/2020,09/12/2020,10/12/2020,11/12/2020,12/12/2020,13/12/2020,14/12/2020,15/12/2020,16/12/2020,17/12/2020,18/12/2020,19/12/2020,20/12/2020,21/12/2020,22/12/2020,23/12/2020,24/12/2020,25/12/2020,26/12/2020,27/12/2020,28/12/2020,29/12/2020,30/12/2020,31/12/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,13/01/2021,14/01/2021,15/01/2021,16/01/2021,17/01/2021,18/01/2021,19/01/2021,20/01/2021,21/01/2021,22/01/2021,23/01/2021,24/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,30/01/2021,31/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,06/02/2021,07/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,13/02/2021,14/02/2021,15/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,20/02/2021,21/02/2021,22/02/2021,23/02/2021,24/02/2021,25/02/2021,26/02/2021,27/02/2021,28/02/2021,01/03/2021,02/03/2021,03/03/2021,04/03/2021,05/03/2021,06/03/2021,07/03/2021,08/03/2021,09/03/2021,10/03/2021,11/03/2021,12/03/2021,13/03/2021,14/03/2021,15/03/2021,16/03/2021,17/03/2021,18/03/2021,19/03/2021,20/03/2021,21/03/2021,22/03/2021,23/03/2021,24/03/2021,25/03/2021,26/03/2021,27/03/2021,28/03/2021,29/03/2021,30/03/2021,31/03/2021,01/04/2021,02/04/2021,03/04/2021,04/04/2021,05/04/2021,06/04/2021,07/04/2021,08/04/2021,09/04/2021,10/04/2021,11/04/2021,12/04/2021,13/04/2021,14/04/2021,15/04/2021,16/04/2021,17/04/2021,18/04/2021,19/04/2021,20/04/2021,21/04/2021,22/04/2021,23/04/2021,24/04/2021,25/04/2021,26/04/2021,27/04/2021,28/04/2021,29/04/2021,30/04/2021,01/05/2021,02/05/2021,03/05/2021,04/05/2021,05/05/2021,06/05/2021,07/05/2021,08/05/2021,09/05/2021,10/05/2021,11/05/2021,12/05/2021,13/05/2021,14/05/2021,15/05/2021,16/05/2021,17/05/2021,18/05/2021,19/05/2021,20/05/2021,21/05/2021,22/05/2021,23/05/2021,24/05/2021,25/05/2021,26/05/2021,27/05/2021,28/05/2021,29/05/2021,30/05/2021,31/05/2021,01/06/2021,02/06/2021,03/06/2021,04/06/2021,05/06/2021,06/06/2021,07/06/2021,08/06/2021,09/06/2021,10/06/2021,11/06/2021,12/06/2021,13/06/2021,14/06/2021,15/06/2021,16/06/2021,17/06/2021,18/06/2021,19/06/2021,20/06/2021,21/06/2021,22/06/2021,23/06/2021,24/06/2021,25/06/2021,26/06/2021,27/06/2021,28/06/2021,29/06/2021,30/06/2021,01/07/2021,02/07/2021,03/07/2021,04/07/2021,05/07/2021,06/07/2021,07/07/2021,08/07/2021,09/07/2021,10/07/2021,11/07/2021,12/07/2021,13/07/2021,14/07/2021,15/07/2021,16/07/2021,17/07/2021,18/07/2021,19/07/2021,20/07/2021,21/07/2021,22/07/2021,23/07/2021,24/07/2021,25/07/2021,26/07/2021,27/07/2021,28/07/2021,29/07/2021,30/07/2021,31/07/2021,01/08/2021,02/08/2021,03/08/2021,04/08/2021,05/08/2021,06/08/2021,07/08/2021,08/08/2021,09/08/2021,10/08/2021,11/08/2021,12/08/2021,13/08/2021,14/08/2021,15/08/2021,16/08/2021,17/08/2021,18/08/2021,19/08/2021,20/08/2021,21/08/2021,22/08/2021,23/08/2021,24/08/2021,25/08/2021,26/08/2021,27/08/2021,28/08/2021,29/08/2021,30/08/2021,31/08/2021,01/09/2021,02/09/2021,03/09/2021,04/09/2021,05/09/2021,06/09/2021,07/09/2021,08/09/2021,09/09/2021,10/09/2021,11/09/2021,12/09/2021,13/09/2021,14/09/2021,15/09/2021,16/09/2021,17/09/2021,18/09/2021,19/09/2021,20/09/2021,21/09/2021,22/09/2021,23/09/2021,24/09/2021,25/09/2021,26/09/2021,27/09/2021,28/09/2021,29/09/2021,30/09/2021,01/10/2021,02/10/2021,03/10/2021,04/10/2021,05/10/2021,06/10/2021,07/10/2021,08/10/2021,09/10/2021,10/10/2021,11/10/2021,12/10/2021,13/10/2021,14/10/2021,15/10/2021,16/10/2021,17/10/2021,18/10/2021,19/10/2021,20/10/2021,21/10/2021,22/10/2021,23/10/2021,24/10/2021,25/10/2021,26/10/2021,27/10/2021,28/10/2021,29/10/2021,30/10/2021,31/10/2021,01/11/2021,02/11/2021,03/11/2021,04/11/2021,05/11/2021,06/11/2021,07/11/2021,08/11/2021,09/11/2021,10/11/2021,11/11/2021,12/11/2021,13/11/2021,14/11/2021,15/11/2021,16/11/2021,17/11/2021,18/11/2021,19/11/2021,20/11/2021,21/11/2021,22/11/2021,23/11/2021,24/11/2021,25/11/2021,26/11/2021,27/11/2021,28/11/2021,29/11/2021,30/11/2021,01/12/2021,02/12/2021,03/12/2021,04/12/2021,05/12/2021,06/12/2021,07/12/2021,08/12/2021,09/12/2021,10/12/2021,11/12/2021,12/12/2021,13/12/2021,14/12/2021,15/12/2021,16/12/2021,17/12/2021,18/12/2021,19/12/2021,20/12/2021,21/12/2021,22/12/2021,23/12/2021,24/12/2021,25/12/2021,26/12/2021,27/12/2021,28/12/2021,29/12/2021,30/12/2021,31/12/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,13/01/2022,14/01/2022,15/01/2022,16/01/2022,17/01/2022,18/01/2022,19/01/2022,20/01/2022,21/01/2022,22/01/2022,23/01/2022,24/01/2022,25/01/2022,26/01/2022,27/01/2022,28/01/2022,29/01/2022,30/01/2022,31/01/2022,01/02/2022,02/02/2022,03/02/2022,04/02/2022,05/02/2022,06/02/2022,07/02/2022,08/02/2022,09/02/2022,10/02/2022,11/02/2022,12/02/2022,13/02/2022,14/02/2022,15/02/2022,16/02/2022,17/02/2022,18/02/2022,19/02/2022,20/02/2022,21/02/2022,22/02/2022,23/02/2022,24/02/2022,25/02/2022,26/02/2022,27/02/2022,28/02/2022,01/03/2022,02/03/2022,03/03/2022,04/03/2022,05/03/2022,06/03/2022,07/03/2022,08/03/2022,09/03/2022,10/03/2022,11/03/2022,12/03/2022,13/03/2022,14/03/2022,15/03/2022,16/03/2022,17/03/2022,18/03/2022,19/03/2022,20/03/2022,21/03/2022,22/03/2022,23/03/2022,24/03/2022,25/03/2022,26/03/2022,27/03/2022,28/03/2022,29/03/2022,30/03/2022,31/03/2022,01/04/2022,02/04/2022,03/04/2022,04/04/2022,05/04/2022,06/04/2022,07/04/2022,08/04/2022,09/04/2022,10/04/2022,11/04/2022,12/04/2022,13/04/2022,14/04/2022,15/04/2022,16/04/2022,17/04/2022,18/04/2022,19/04/2022,20/04/2022,21/04/2022,22/04/2022,23/04/2022,24/04/2022,25/04/2022,26/04/2022,27/04/2022,28/04/2022,29/04/2022,30/04/2022,01/05/2022,02/05/2022,03/05/2022,04/05/2022,05/05/2022,06/05/2022,07/05/2022,08/05/2022,09/05/2022,10/05/2022,11/05/2022,12/05/2022,13/05/2022,14/05/2022,15/05/2022,16/05/2022,17/05/2022,18/05/2022,19/05/2022,20/05/2022,21/05/2022,22/05/2022,23/05/2022,24/05/2022,25/05/2022,26/05/2022,27/05/2022,28/05/2022,29/05/2022,30/05/2022,31/05/2022,01/06/2022,02/06/2022,03/06/2022,04/06/2022,05/06/2022,06/06/2022,07/06/2022,08/06/2022,09/06/2022,10/06/2022,11/06/2022,12/06/2022,13/06/2022,14/06/2022,15/06/2022,16/06/2022,17/06/2022,18/06/2022,19/06/2022,20/06/2022,21/06/2022,22/06/2022,23/06/2022,24/06/2022,25/06/2022,26/06/2022,27/06/2022,28/06/2022,29/06/2022,30/06/2022,01/07/2022,02/07/2022,03/07/2022,04/07/2022,05/07/2022,06/07/2022,07/07/2022,08/07/2022,09/07/2022,10/07/2022,11/07/2022,12/07/2022,13/07/2022,14/07/2022,15/07/2022,16/07/2022,17/07/2022,18/07/2022,19/07/2022,20/07/2022,21/07/2022,22/07/2022,23/07/2022,24/07/2022,25/07/2022,26/07/2022,27/07/2022,28/07/2022,29/07/2022,30/07/2022,31/07/2022,01/08/2022,02/08/2022,03/08/2022,04/08/2022,05/08/2022,06/08/2022,07/08/2022,08/08/2022,09/08/2022,10/08/2022,11/08/2022,12/08/2022,13/08/2022,14/08/2022,15/08/2022,16/08/2022,17/08/2022,18/08/2022,19/08/2022,20/08/2022,21/08/2022,22/08/2022,23/08/2022,24/08/2022,25/08/2022,26/08/2022,27/08/2022,28/08/2022,29/08/2022,30/08/2022,31/08/2022,01/09/2022,02/09/2022,03/09/2022,04/09/2022,05/09/2022,06/09/2022,07/09/2022,08/09/2022,09/09/2022,10/09/2022,11/09/2022,12/09/2022,13/09/2022,14/09/2022,15/09/2022,16/09/2022,17/09/2022,18/09/2022,19/09/2022,20/09/2022,21/09/2022,22/09/2022,23/09/2022,24/09/2022,25/09/2022,26/09/2022,27/09/2022,28/09/2022,29/09/2022,30/09/2022,01/10/2022,02/10/2022,03/10/2022,04/10/2022,05/10/2022,06/10/2022,07/10/2022,08/10/2022,09/10/2022,10/10/2022,11/10/2022,12/10/2022,13/10/2022,14/10/2022,15/10/2022,16/10/2022,17/10/2022,18/10/2022,19/10/2022,20/10/2022,21/10/2022,22/10/2022,23/10/2022,24/10/2022,25/10/2022,26/10/2022,27/10/2022,28/10/2022,29/10/2022,30/10/2022,31/10/2022,01/11/2022,02/11/2022,03/11/2022,04/11/2022
Total,12873961.84,12873961.84,13037818.91,12770914.78,13495240.28,13530441.67,15338680.13,15497669.52,17966420.21,20704445.79,30993611.82,35145093.58,36601185.16,34609970.11,43141355.07,49405386.7,50307314.73,53024196.57,57720724.4,54573741.98,54663058.33,94196326.12,93928146.16,87435465.49000001,91195611.74712387,102689103.04875219,132116561.86387746,118991617.77266687,116340223.70929593,121709567.23262997,125844912.18292496,128422257.54191062,129474884.26274785,142360025.71926135,144340528.07310164,148475589.400683,149960582.99003693,153803900.8359351,153912707.76859316,154588689.53434736,157288685.78297314,160117376.41060272,149967588.6651337,156233625.33811074,159296590.29954967,158099028.24869788,160267259.61394393,169976532.8775563,178492375.81863636,177072284.56290153,181482489.03344932,178770446.84651375,164394236.76384032,162487389.24247956,158095062.1026876,152834000.49127626,152170053.02139997,147884467.15901047,119004508.45515391,140877235.5222214,151990611.10954934,144337612.60611075,151998441.55917272,170896610.1531007,161915735.7887621,187453317.2549191,204929306.40965033,215177084.3413823,221071185.86219668,208359365.01346973,199054506.21007073,218092726.7061354,196329838.0352254,185739037.58800095,191416251.46261534,215972859.65063083,173515436.26095957,213330273.3783421,212640529.76833725,211957208.6357032,240624345.15631968,229798283.67454052,225951072.74819672,208110266.50494847,241201242.09354264,258047018.98888195,287548381.90746593,295432305.05471253,301971266.2817575,315691260.4731631,335480917.2891638,359876585.8184869,365040693.5932528,357083379.2704461,387682251.8057554,391124414.8770652,406792263.36989945,439284064.78569376,483350240.6283753,524049082.75823,536855821.08442754,672717946.7083257,801402894.5025749,964734030.2773992,965402046.2564487,968953732.9932325,967595658.6228592,1040822291.7360966,1084852718.583377,1153795141.5588765,1279376301.3284862,1485034221.3742683,1877625650.3741045,2059314970.5693269,2058715138.6425574,1836771638.8614607,1532485069.7862086,1827860103.6438377,2208839459.8828692,2070973521.977314,2087096976.6546137,1962442751.8748071,2193411626.545476,2133681052.4893663,2424532030.278365,2336028883.7695804,2221293042.916995,2185555509.2239943,2033017346.5199943,2054943170.072384,2265988599.758428,3016313940.0088577,3461389688.482872,3299735725.927119,3392356818.8198853,3454928945.353662,3152805728.1294203,3087303105.0581417,3097768126.7815437,3123634897.1258497,3189151212.1522307,3374164130.357848,3267245579.4487696,3465362655.7534585,3431115190.850632,3979190283.0326657,3788375417.3042564,4092701895.6614804,4470035167.163459,5225092254.558697,5236321406.493039,5466420892.746269,5516666371.920784,6158625419.874958,6740486750.014597,7010491720.668459,7372726090.794172,7041583062.142645,7001561657.173651,7064356201.221347,7733066767.256647,9098384927.616667,9391001054.198593,9360245569.43989,9981170889.701975,10837172222.869379,12055477838.139608,12015072375.776909,11754941955.640593,12161768164.267042,10851554509.395388,11588689585.518303,11502334255.95685,11314646726.422722,11612866656.832664,14346812524.14209,14906513772.49844,16006274459.967606,17420020986.39105,17803829411.05539,18118600487.603397,18547589153.467472,18854388927.75581,20266519236.300034,18311968299.335384,20553318813.32453,21851821010.296062,21564214871.580753,21753885031.876564,21221272079.137245,21450426377.61129,20970334878.75377,20881900303.670444,19964319846.12587,19900341102.36222,19700287898.311565,19473975670.963417,18863549157.11414,18426188629.12424,17340181289.213017,12365153195.320057,11172579072.342834,10181794074.918264,9817333483.670046,8991139793.88232,9205528698.394342,9651315939.309168,9934274473.480934,9784382898.853046,9336592310.425018,9009978292.503126,8974738691.36989,9629206510.986372,10005464713.479729,10131002744.05207,10891397499.723814,10614517266.200674,10367345932.288229,10342176103.554007,10125377741.231455,9943002407.527702,9978569269.792835,9996685547.767733,9971155702.901934,9903468381.897518,9974011447.8863,10125893975.864126,10216322427.6617,9902390394.23494,10010982665.358587,9971037597.885654,9917667982.919092,9952220710.469954,9141426172.05014,8507862245.042052,8744035503.316048,9294017392.876219,9014435401.413353,8814615609.943243,9099802392.984024,9386535938.425442,9531256671.054493,9609585581.077328,9312030547.792953,9482262966.422606,9418028268.110493,9782441994.13348,9661025238.00598,10134817267.072327,10354754249.834805,10216446229.368053,10444069352.029144,10514267591.30515,10519728297.881866,10874468467.84283,10476632836.170044,10275691975.632223,9631220464.383825,9289097118.511612,8988218725.991854,9297313839.65612,9025773245.291042,8722253055.940548,8801077600.918594,9183984380.759274,9438655724.189257,9739386437.125904,10078803204.008512,10273705945.398865,10507370443.192228,10558580799.914282,10536876719.200819,10301605971.513247,10392350521.824251,10351070513.788254,10281667582.883347,9659677739.534151,10446066447.082308,10712252063.358648,10708156502.300615,10866946200.869577,11251314777.545376,11152825536.49108,11715880996.626215,11134563304.684565,11543959353.817186,11924316377.078465,12097317961.866196,12313999474.122084,12407937502.989206,12088840777.108334,11966702632.113708,12352467165.248634,13037608884.178305,13185227612.858217,13134315008.441273,13589548347.256607,13139800834.072353,13492518460.353542,13430987384.891884,13452674860.573584,13420909956.604355,13407027487.12915,13117732565.8802,12825697777.83326,13154026427.19539,13431832969.472967,13417402822.221636,13588593626.939093,13689836510.106173,13628053729.881607,12593524475.75799,12043700219.643528,12179321489.14464,11874427328.678091,11654836617.686628,11918218765.404951,11846946836.74409,11984886938.284649,12257209932.073988,12405321276.51221,12148630699.094957,12235318205.169535,12365550763.50651,11349778272.600643,10554863032.524292,10858470210.691254,11126198598.472752,10851163964.205486,10719020765.678448,10661658444.89951,10696645842.63429,10643395131.851322,10317325254.269638,10451148525.383768,11050618839.966225,11326678173.736843,11391519056.944765,11494000109.208717,11636037362.952976,11720128268.896366,11782061859.474434,12122762498.113575,12033823701.938461,11925729759.606007,11901964776.562386,12102670627.287552,12073264784.030802,12468745240.474043,12535022311.699339,12533539755.140394,12530428916.176237,12587057845.65997,12675524597.869345,12967356214.489124,13612458514.386257,13584586672.699598,13671128868.647305,13698317866.058802,13603985554.107023,13768670897.649946,13059096705.882408,12990728342.815327,13505371537.313997,13402702541.66608,13244595217.413149,13234409533.47134,13620073185.611002,13844063669.58712,13838378417.820383,13938867398.525608,14006124584.711504,14327484705.213308,14639785536.453386,14430203328.126753,14186854017.526598,14065524599.957014,14323080015.596338,14419971482.982182,14660065460.286173,14506152288.25498,14046818967.801403,13728066761.159739,13334283761.022923,12831724678.244722,13584089154.018177,13489300302.993814,13148502635.79593,13200007074.502266,13340383761.094482,13623115704.30708,13305662147.092478,12885289783.016611,13071580254.780931,13427479990.91381,13545488132.878809,13507639263.929798,13557962997.045715,13189950830.965973,12499877544.744188,12046215884.975552,11919871149.068312,12181456250.739231,12595605181.447336,11856843071.844698,11438082639.542488,11358870258.822441,11582119792.58111,11326795285.210978,11202423503.6975,11722885720.70424,11773545886.440567,11644103970.23841,11494048680.552576,11605435665.257202,11705880334.425467,11795926322.332947,11879308128.09287,11984570649.271606,12120539802.646212,12099353387.467218,12076867161.999477,12139150388.960539,11989646000.99455,11607762101.687786,11424297500.377089,11477716047.344513,11571272430.367596,11697499595.11979,11598696608.086105,11444997952.804476,11202940509.538422,10901312985.928064,10579568864.328007,10312637008.741447,10338874461.925085,10231465349.69758,10336465101.490543,10387832768.708336,10380676110.909473,10396695956.532598,10452275045.034483,10477656793.015684,10316226917.516119,10156857484.977552,10492591425.512447,10334846838.350145,9704309589.655909,9068125380.240906,8866202652.016363,8875252434.812231,8898837496.494143,8896030396.672108,8991686825.977943,8947454745.77823,8960648041.656359,8797551216.461857,8694916239.42033,8824148246.556564,8792983405.7154,8796040177.91019,9091203032.937695,9407727155.686674,9572755669.924662,9733859615.384771,9745029910.014671,9813091728.701382,9809071601.465868,9463420892.156532,9355041081.304632,9349879420.113073,9374565404.247944,9522375316.186327,9575087951.953917,9356690241.332268,9153078126.184814,9106341561.895782,8927013228.59398,8777500263.042734,8735306703.625818,8743059809.917665,8654952889.50785,8693745168.341381,8776625647.411825,8709784669.72303,8862906049.978806,9125336728.225206,9096763230.534153,9134570870.416872,8822405991.601946,8781717355.03668,8778039016.058863,8700802216.461994,8665723790.745058,8983321792.381163,8895082012.580305,8703246270.809938,8760800548.988983,8663520855.215384,8637775428.143217,8698577156.162354,8890769893.404182,9055593178.108974,9103617192.547415,9237466648.642565,9146217678.698175,9064342029.127571,9519748178.250742,9691229694.74949,9922283031.251925,10045571493.945925,10224169236.208008,10519307367.867104,10537113373.013557,10589336421.551493,10571425833.279373,10571485298.989143,10747671811.798111,10949363037.605421,11068480027.629545,11093493284.129244,11079672513.320671,10761546961.264301,10740725389.501081,10907036062.837639,10842504913.713696,10773834488.502031,10456028666.256481,10228699077.656977,10399056895.736399,10367692300.32438,10326951643.57148,10412623379.236965,10392576517.452995,10341551689.470436,10446812899.262236,10607888060.322927,10374934689.137562,10373181225.058413,10299885544.802755,10261501871.942474,10590280031.004002,10511068117.450684,10371960317.893768,10460143479.430672,10097802718.70506,9848724404.792341,9807006157.988947,9916076878.850933,9871142988.160885,10042998322.569878,9937782907.598593,9804323881.509132,9730824643.308193,9516186622.246191,8832426572.545464,8542002472.975537,8187128916.3252535,7546664626.617508,6833704160.750721,7163809194.544581,6956534563.734206,7185896117.735998,7021817743.777555,7171602298.291889,6908711408.645124,7174065284.3963375,7173847746.777418,7291955265.745029,7388840156.381369,7340968008.693864,7465785250.42936,7467947160.865573,7137092351.008528,7026836503.756277,7051679114.578402,6975130164.617367,7280173664.061338,7258536727.33443,6838254863.744451,6935786550.828062,6809591436.097462,6792210155.642353,6767985079.2220955,6681397261.676655,6708280260.026247,6646611626.884031,6408897353.09485,6371202619.850631,6283124855.063771,6185152019.790015,5176955412.221575,5216303268.646514,5213123802.861177,4959894544.942333,5033117292.142883,4751069619.590461,4871014776.103206,4962359534.800958,4923905264.65612,4886574568.487169,4934080066.510086,4977591932.804467,4984104236.940496,4961479888.526902,4989666021.442083,4965615051.910758,4983965692.972369,4957978804.890396,4969590710.447696,4963584855.155352,5117162465.776738,5146946144.902245,5152245719.243358,5313432315.280634,5210883735.166078,5156068084.566898,5244106098.935122,5131524055.593837,4951334187.106278,4866306959.407448,4986826987.144646,5106555988.1398325,5110719434.086601,5211586843.739799,5207626923.871702,5420938746.31905,5471493660.800091,5390684440.362304,5484066838.544905,5448833597.563817,5442357652.833525,5399023334.5277,5207418384.810445,5228330468.68576,5425267925.239736,5568887627.222199,5689904892.651484,5645726165.347594,5611788849.447496,5558209558.670734,5489514345.072512,5691702640.932595,5713116379.888414,5795398806.548652,5730051314.105826,5857245218.305594,5896766343.02008,5794413884.632982,5964678535.298379,5876777156.630537,5892877754.709125,5886562515.434884,5720664435.155137,5465327221.838437,5731546633.654038,5561312778.416632,5455242855.536936,5320624525.956909,5317699243.98908,5471814401.658288,5469338560.1280575,5473725268.270918,5495250326.000298,5226285746.660407,5321788641.912728,5283125081.104085,5231940982.972038,5365719393.925091,5341859842.996948,5281499206.233804,5283297037.12452,5263520695.832144,5296047055.398792,5296932098.920798,5456269704.504097,5207540155.69365,5329539806.875006,5357947628.559163,5475357151.951245,5523760312.150596,5444847626.61055,5482090872.982115,5246988022.520133,5149097033.626926,5145184901.448749,5217602854.30863,5210581949.804769,5130868577.344986,5199863367.414535,5226751061.709826,5216770042.312546,5319596022.415466,5323884718.831226,5306788196.841803,5299937081.65199,5348636763.627235,5288548391.18872,5374813794.940698,5399749969.562,5376809763.661849,5353048100.403586,5360339408.50159,5394459860.625313,5480552641.179789,5475021749.933833,5477899674.27793,5448320022.624514,5406410702.889242,5212512216.997408,5375000589.3283825,5371040171.668043,5341609186.571959,5352956863.213448,5324457234.981639,5318768319.000918,5346154949.550069,5343932689.666673,5334091403.956571,5343156639.454823,5286698940.900233,5310773038.47188,5319187951.897492,5371699666.61236,5350043112.21356,5501061156.184023,5590594631.59834,5545620366.601062,5604054137.117766,5750855629.393074,5855496011.684707,5849012212.478662,5986030110.212005,5875675109.925054,6167826014.247364
Bepswap,12873961.84,12873961.84,13037818.91,12770914.78,13495240.28,13530441.67,15338680.13,15497669.52,17966420.21,20704445.79,30993611.82,35145093.58,36601185.16,34609970.11,43141355.07,49405386.7,50307314.73,53024196.57,57720724.4,54573741.98,54663058.33,57646006.17,57877959.55,52264131.29,56844504.88,57887997.35,56516485.17,50835976.27,49811038.94,52070324.13,54070124.77,56383833.07,58047831.88,63176382.42,64917580.58,62202656.74,63600812.04,62324830.06,61007553.65,53640512.64,57248628.9,55660616.2,51195486.27,53803853.1,55362093.94,57370112.36,58173518.75,64206724.78,62752231.16,63685414.05,60476156.59,58382653.3,53527030.2,54497429.93,54497429.93,52776194.87,50231540.28,46791713.27,47443325.17,56168162.26,60980360.23,63918564.21,62730282.9,71018744.13,72070642.28,80924841.57,84488144.36,89888550.52,89927420.64,84512473.51,74966773.48,88257558.69,86601190.01,76751033.56,76668481.53,98832376.12,100081535.83,98299933.55,99803905.27,98433835.42,116184373.85,112326320.92,115104664.44,95844676.7,118513090.16,121089998.9,131377574.42,125226837.2,120522125.99,129117353.2,154627563.83,185986737.73,187840806.68,175151609.3,206397666.76,192773806.12,194541234.19,196208246.82,204074240.67,184932536.88,196221960.42,227613340.71,235515683.69,232713043.48,232039970.19,223516441.86,223332520.76,209852918.73,205444657.83,205895366.23,213401648.4,214032961.56,256075529.52,269490619.24,253664608.42,242331122.51,265976865.96,243859172.98,234340454.83,230294871.42,233699527.05,225333590.91,267951449.43,271225650.9,297577122.28,273514023.51,286621148.53,295074687.44,294076485.72,306633267.57,335995019.54,334083530.18,338624004.69,330500679.18,326084932.77,294523035.1,320101181.93,319180069.51,328824912.1,323769693.53,318312166.74,325214353.28,321994489.49,304017334.25,298984339.26,287164662.58,291849358.66,345076689.65,363750478.6,360265280.51,383731334.36,402189655.5,432528755.38,452868950.92,447718406.24,479450703.68,536801167.74,483922406.214,504621101.95199996,491583636.20989996,508779160.2498,573418125.377,556889158.7872,523228423.608,566546370.8009,612025018.6462,656974477.2766,643056919.311,660399540.6656,610417553.2728,679749074.9122,600545257.2294,615160015.866,525988947.90749997,557286467.265,522202618.7656,461417316.16319996,461084985.7068,541339328.657,573244451.0430001,551878341.0731,565590409.4824,596403691.2002,595427546.7232,567047739.3507,663279898.7782,645915771.12,694740127.803,662828596.0074,679726574.2288,732471216.9844999,652397413.1473,606494990.4216,658577510.9040002,596894479.9887999,642161857.1011,599243419.71,653308573.3832,631743584.5304999,652180438.917,397896645.66179997,432233194.00140005,293791705.333,308505228.28180003,260980677.9285,314604135.63079995,369508182.2403,371949245.58750004,393663970.98510003,317293521.10649997,290325428.4558,313877556.5478,352834755.7648,322542414.71999997,276909005.61359996,296575150.662,266357645.948,245798387.57799998,248713417.8316,209574660.4085,204537294.0259,218037359.41200003,183039140.25669998,151613872.7004,138162582.234,151497330.25640002,146925727.7163,155911214.6931,120840746.7232,112419271.79159999,102529258.4764,92465923.5482,101677390.97459999,77204759.7216,67064200.8432,73530046.632,80791425.2844,66698034.1228,65275500.5634,66719723.796,66695601.3028,67694869.2608,65927930.13,60456523.392000005,55918439.06040001,53936217.480000004,52727852.93750001,51145022.383999996,50633074.31,49055015.835999995,,,,,,,,,27732407.7954,25221299.4984,24654868.502,21571788.3936,20532644.1558,24432387.286799997,19395088.318,20713061.0319,19456425.540000003,19177559.156999998,21085628.4128,21350855.5622,25196645.621,28608029.436999995,32967131.2869,33917833.885,31473452.295999996,37978078.310499996,35452076.3908,40873256.4282,42026079.222399995,40282999.638299994,39100105.0341,33621796.5744,37393826.4464
